emp_no,first_name,last_name,title,from_date,to_date,dept_name
284155,Xiping,Puppe,Engineer,2/6/1985,2/6/1994,Production
284156,Nechama,Ananiadou,Engineer,4/14/1986,4/14/1994,Development
284163,JoAnna,Cromarty,Senior Engineer,1/14/1996,1/1/9999,Production
284178,Zejun,Lung,Senior Engineer,6/29/1991,1/1/9999,Production
284184,Sahrah,Pero,Staff,11/29/1991,11/29/1999,Sales
284195,Mona,Bouloucos,Staff,9/1/1993,9/1/2001,Sales
284196,Parto,Krichel,Senior Engineer,10/13/1994,1/1/9999,Development
284198,Fei,Miake,Senior Staff,2/24/1986,1/1/9999,Finance
284203,Subhankar,Weisert,Senior Staff,3/7/1992,1/1/9999,Marketing
284204,Uli,Lienhardt,Staff,4/5/1991,4/4/1997,Finance
284205,Valter,Falco,Engineer,6/5/1997,1/1/9999,Development
284210,Dante,Weisert,Senior Engineer,2/27/1994,1/1/9999,Production
284228,Fuqing,Pelc,Staff,12/8/1993,1/1/9999,Sales
284234,Yongmin,Rullman,Staff,7/20/1986,7/19/1992,Research
284243,Pohua,Chorvat,Technique Leader,8/17/1986,1/1/9999,Development
284248,Uta,Thimonier,Staff,4/27/1991,4/26/2000,Finance
284250,Munehiko,Baby,Staff,12/12/1987,12/11/1996,Customer Service
284253,Shrikanth,Papsdorf,Senior Engineer,4/5/1986,1/1/9999,Production
284264,Kayoko,Jarecki,Senior Engineer,3/28/1988,1/1/9999,Development
284265,Christoph,Lubachevsky,Staff,8/9/1987,8/8/1996,Sales
284278,Katsuyuki,Leppanen,Senior Staff,10/11/1993,1/1/9999,Research
284304,Nirmal,Malabarba,Engineer,9/28/1997,1/1/9999,Development
284306,Katsuyuki,Birrer,Senior Engineer,9/9/1985,1/1/9999,Production
284334,Alper,Stifter,Technique Leader,9/18/1986,1/1/9999,Development
284336,Yechiam,Gornas,Senior Engineer,1/17/1987,1/1/9999,Development
284343,Jeanne,Velardi,Engineer,12/9/1996,12/9/2001,Development
284359,Shaowen,Warwick,Senior Staff,10/8/1995,1/1/9999,Research
284360,Kwun,Sommen,Technique Leader,10/8/1988,1/1/9999,Research
284385,Xiaocheng,Marletta,Staff,4/9/1999,1/1/9999,Sales
284386,Kinh,Slobodova,Senior Staff,2/18/1994,1/1/9999,Marketing
284391,Berto,Bennet,Technique Leader,12/31/1987,1/1/9999,Production
284393,Ronghao,Passafiume,Senior Engineer,8/14/1996,1/1/9999,Development
284394,Collette,Fontet,Engineer,12/15/1987,12/14/1992,Quality Management
284411,TRUE,Lorin,Senior Engineer,6/25/1994,1/1/9999,Production
284423,Sudharsan,Szmurlo,Senior Staff,3/6/1986,1/1/9999,Sales
284449,Berna,McFarlin,Staff,2/20/1989,2/20/1998,Finance
284454,Ravishankar,Leppanen,Senior Engineer,9/22/1991,1/1/9999,Production
284457,Eric,Luders,Senior Staff,3/22/1992,1/1/9999,Marketing
284459,Souichi,Waeselynck,Engineer,11/25/1988,11/26/1995,Production
284465,Aria,Rosiles,Engineer,12/18/1998,1/1/9999,Development
284474,Mona,Petersohn,Senior Staff,2/22/1992,1/1/9999,Marketing
284492,Armond,Birsak,Staff,9/19/1987,9/19/1994,Sales
284516,Anyuan,Borstler,Senior Engineer,9/23/1992,1/1/9999,Development
284529,Berry,Danlos,Senior Engineer,12/8/1993,1/1/9999,Research
284530,Almudena,Borstler,Engineer,3/23/1994,3/23/2002,Development
284538,Joydip,Leaver,Engineer,7/20/1997,1/1/9999,Quality Management
284546,Sadok,Ouhyoung,Senior Engineer,4/8/1999,1/1/9999,Production
284559,Danny,Sooriamurthi,Assistant Engineer,12/7/1985,12/7/1992,Development
284560,Adin,Valiente,Staff,5/22/1996,1/1/9999,Sales
284572,Piyush,Luan,Staff,7/7/1988,7/7/1997,Human Resources
284573,Fei,Siksek,Senior Engineer,9/6/1987,1/1/9999,Development
284579,Paddy,Kambil,Senior Staff,1/5/1994,1/1/9999,Customer Service
284580,Sreenivas,Quittner,Senior Engineer,12/24/2001,1/1/9999,Production
284582,Cullen,Gils,Senior Staff,6/9/1990,1/1/9999,Human Resources
284584,Suvo,Wegerle,Engineer,1/2/1988,1/1/1993,Development
284587,Basil,Siegrist,Engineer,8/17/1985,8/17/1990,Development
284589,Ult,Kaiserswerth,Staff,2/12/1986,2/12/1993,Research
284592,Angus,Montresor,Staff,9/20/1999,1/1/9999,Customer Service
284593,Torsten,Merks,Staff,8/12/1986,8/11/1992,Finance
284594,Sahrah,Rouquie,Senior Staff,5/26/1993,1/1/9999,Sales
284602,Bojan,Champarnaud,Senior Staff,4/22/1995,1/1/9999,Marketing
284603,Zijian,Besselaar,Staff,9/23/1987,9/23/1995,Customer Service
284617,Zhanqiu,Pell,Senior Engineer,10/18/1994,1/1/9999,Production
284622,Deborah,Worfolk,Senior Staff,12/14/1988,1/1/9999,Research
284627,Werner,Itzfeldt,Staff,2/22/1995,1/1/9999,Customer Service
284631,Alois,Kieras,Senior Staff,7/28/1985,1/1/9999,Finance
284635,Hongzhu,Rodite,Engineer,7/4/1988,7/4/1997,Development
284637,Odoardo,Avouris,Staff,2/19/1987,2/19/1992,Human Resources
284652,Pranas,Compeau,Senior Engineer,10/2/1986,1/1/9999,Development
284654,Becky,Decleir,Technique Leader,3/26/1985,1/1/9999,Development
284655,Mohd,Nanard,Senior Staff,9/13/1985,1/1/9999,Sales
284657,Ipke,Chaudhury,Senior Staff,2/22/1999,1/1/9999,Research
284662,Mrinalini,Schahn,Staff,7/20/1986,7/20/1995,Research
284669,Genevieve,Tagansky,Engineer,1/30/1999,1/1/9999,Quality Management
284674,Krassimir,Monarch,Staff,1/1/1988,1/1/1996,Sales
284696,Rasikan,Basart,Staff,9/16/1994,1/1/9999,Human Resources
284705,Gila,Anandan,Senior Engineer,4/4/1993,1/1/9999,Production
284714,Sadok,Mitchem,Engineer,12/28/1998,1/1/9999,Development
284720,Heping,Falster,Senior Staff,7/30/1991,1/1/9999,Sales
284728,Aris,Legleitner,Staff,10/13/1986,10/13/1995,Human Resources
284730,Harngdar,Constantine,Staff,11/26/1997,1/1/9999,Research
284746,Torsten,Dusink,Senior Staff,6/9/1988,1/1/9999,Development
284748,Jayson,Ozeki,Senior Staff,6/29/1994,1/1/9999,Marketing
284752,Aemilian,Schaad,Staff,10/9/1987,10/8/1993,Finance
284758,Odoardo,Krichel,Senior Staff,4/3/2001,1/1/9999,Sales
284762,Chinho,Akiyama,Senior Engineer,10/10/1997,1/1/9999,Development
284783,Shahab,Assaf,Assistant Engineer,2/15/1986,2/15/1991,Quality Management
284786,Wojceich,Piveteau,Senior Staff,4/25/2001,1/1/9999,Human Resources
284802,Dinkar,Heystek,Staff,4/20/1986,4/20/1993,Finance
284809,Tru,Danner,Engineer,4/30/1996,4/30/2002,Development
284818,Aron,Lortz,Engineer,2/12/1989,2/12/1997,Development
284830,Stafford,Luff,Senior Staff,6/4/1987,1/1/9999,Sales
284834,Doowon,Rohrbach,Staff,8/16/1986,8/16/1995,Customer Service
284847,Shugo,Seghrouchni,Engineer,11/17/1990,11/16/1996,Development
284851,Valter,Genther,Senior Engineer,3/21/1991,1/1/9999,Production
284859,Alassane,Krogh,Engineer,9/22/1985,9/22/1994,Quality Management
284874,Vidar,Langford,Engineer,7/20/1993,7/20/1999,Development
284876,Kwun,Lorys,Assistant Engineer,6/6/1993,6/6/2001,Quality Management
284883,Pohua,Marrevee,Engineer,6/20/1988,6/20/1996,Development
284896,Tsuneo,Mateescu,Senior Engineer,12/26/1990,1/1/9999,Development
284905,Bingning,Koshino,Engineer,2/5/1987,2/5/1996,Development
284910,Uwe,Streng,Senior Staff,8/6/1993,1/1/9999,Marketing
284935,Shaw,Sadowski,Technique Leader,6/3/1993,1/1/9999,Production
284947,Martial,Vidal,Senior Staff,8/14/1986,1/1/9999,Sales
284965,Kristof,Camurati,Engineer,9/24/1988,9/25/1995,Production
284978,Toong,Conta,Senior Staff,7/30/1997,1/1/9999,Sales
284990,Froduald,Theuretzbacher,Staff,3/14/1993,3/14/2000,Sales
284991,Morris,Reeken,Senior Staff,9/7/2001,1/1/9999,Finance
284992,Toshiki,Schaft,Engineer,2/19/1988,2/18/1997,Development
285002,Turgut,Ranai,Engineer,7/6/1996,7/6/2002,Production
285015,Gudjon,Tetzlaff,Engineer,9/13/1991,9/12/2000,Production
285017,Hideyuki,Tibblin,Engineer,9/23/1993,9/23/1998,Production
285025,Otmar,Kuszyk,Senior Staff,9/14/1996,1/1/9999,Customer Service
285057,Georgi,Edelhoff,Senior Engineer,2/13/1988,1/1/9999,Production
285061,Babette,Baja,Staff,3/2/1987,3/2/1994,Sales
285065,Adas,Hitomi,Engineer,8/8/1985,8/8/1993,Development
285068,Genta,Felcyn,Engineer,11/7/1995,1/1/9999,Development
285077,Berna,Hofman,Senior Engineer,7/30/1992,1/1/9999,Production
285085,Jouni,Rosch,Engineer,5/18/1992,5/18/2001,Development
285087,Masako,Badache,Senior Staff,10/13/1999,1/1/9999,Sales
285097,Serap,Shiratori,Senior Staff,7/3/1993,1/1/9999,Customer Service
285106,Cedric,Siepmann,Senior Engineer,6/4/1993,1/1/9999,Production
285127,Marla,Lindenbaum,Staff,10/15/1988,10/15/1997,Finance
285137,Bluma,Ohori,Senior Engineer,3/3/1993,1/1/9999,Quality Management
285146,Sachio,Birke,Senior Staff,8/31/1993,1/1/9999,Customer Service
285150,Zejun,Chinal,Senior Staff,12/1/1990,1/1/9999,Finance
285158,Manton,Feldhoffer,Senior Staff,12/25/1986,1/1/9999,Customer Service
285161,Lihong,Sommer,Senior Engineer,7/28/1985,1/1/9999,Development
285165,Peer,Rajcani,Senior Engineer,8/22/1998,1/1/9999,Development
285178,Valdiodio,Stanfel,Senior Engineer,8/12/1996,1/1/9999,Quality Management
285189,Yongqiao,Roccetti,Senior Engineer,6/30/1991,1/1/9999,Production
285193,Ayakannu,Luga,Senior Staff,4/11/1996,1/1/9999,Marketing
285203,Domenick,Hasenauer,Senior Staff,11/15/1987,1/1/9999,Customer Service
285207,Charmane,Seuren,Senior Engineer,9/30/1985,1/1/9999,Development
285216,Maria,Motley,Technique Leader,3/7/1989,1/1/9999,Production
285223,Alois,Pusterhofer,Engineer,6/19/1985,6/19/1990,Production
285226,Adib,Schonegge,Senior Engineer,9/18/2000,1/1/9999,Quality Management
285237,Barun,Sgarro,Technique Leader,4/8/1993,1/1/9999,Production
285243,Lakshmi,Vieth,Staff,6/30/1995,6/30/2002,Marketing
285244,Suvo,Kaelbling,Senior Staff,10/19/1990,1/1/9999,Human Resources
285256,Ayonca,Brendel,Senior Engineer,1/24/2002,1/1/9999,Production
285268,Berto,Valtorta,Senior Engineer,9/6/1992,1/1/9999,Development
285271,Marjo,Esteva,Senior Engineer,10/9/2001,1/1/9999,Production
285272,Herbert,Aseltine,Staff,11/21/1988,11/21/1996,Finance
285294,Sorina,Kitai,Senior Engineer,6/24/2002,1/1/9999,Production
285297,Huai,Czap,Senior Engineer,12/9/1992,1/1/9999,Quality Management
285308,Domenico,Miake,Staff,7/24/1989,7/24/1995,Sales
285326,Adit,Chenney,Staff,8/2/1998,1/1/9999,Human Resources
285331,Kagan,Winter,Senior Engineer,5/8/1996,1/1/9999,Development
285342,Nevio,Velasco,Engineer,2/9/1998,1/1/9999,Production
285345,Gennady,Peak,Engineer,5/14/1996,1/1/9999,Quality Management
285348,Jianhui,Bardell,Senior Engineer,5/24/2002,1/1/9999,Production
285393,Carrsten,Kaelbling,Staff,12/3/1995,12/2/2001,Sales
285400,Aluzio,Pollock,Senior Engineer,5/2/1989,1/1/9999,Development
285416,Pranav,Nivat,Staff,2/7/1995,1/1/9999,Human Resources
285417,Taizo,Talmor,Staff,8/11/1999,1/1/9999,Customer Service
285429,Amabile,Kavvadias,Senior Engineer,11/12/1995,1/1/9999,Development
285437,Toshiko,Jumpertz,Senior Staff,10/21/1985,1/1/9999,Research
285442,Christoph,Benaini,Senior Staff,3/2/1997,1/1/9999,Finance
285470,Gill,Turnbull,Senior Staff,9/25/1985,1/1/9999,Sales
285491,Oguz,Conia,Staff,4/29/1985,4/29/1993,Finance
285494,Goncalo,Reeker,Engineer,2/20/1992,2/19/1997,Development
285513,Adin,Kamber,Technique Leader,10/2/1989,1/1/9999,Quality Management
285514,Bikash,Azevdeo,Staff,11/13/1989,11/13/1997,Sales
285523,Woody,Picco,Senior Engineer,12/23/1995,1/1/9999,Development
285524,Anoosh,Gimbel,Senior Staff,8/24/1993,1/1/9999,Sales
285534,Tran,Kulisch,Staff,11/15/1990,11/15/1995,Human Resources
285551,Zita,Erie,Senior Staff,3/14/1992,1/1/9999,Sales
285554,Ziyad,Brandsma,Senior Staff,6/16/2000,1/1/9999,Customer Service
285559,Sanjai,Boguraev,Staff,5/7/1998,1/1/9999,Sales
285560,Shigehito,Barinka,Senior Engineer,7/19/1987,1/1/9999,Development
285564,Niteen,Schwartzbauer,Senior Staff,12/10/1994,1/1/9999,Production
285565,Shigeaki,Schonegge,Engineer,8/30/1986,8/30/1994,Development
285572,Huiqun,Monarch,Assistant Engineer,7/3/1987,7/3/1994,Development
285592,Kensyu,Beeson,Senior Staff,12/1/1992,1/1/9999,Human Resources
285609,Tetsushi,Uludag,Senior Staff,7/7/1995,1/1/9999,Sales
285622,Venkatesan,Speek,Senior Staff,9/24/1992,1/1/9999,Finance
285623,Kenroku,Haraldson,Senior Staff,7/31/1993,1/1/9999,Marketing
285627,Dzung,Foong,Senior Staff,3/23/1990,1/1/9999,Marketing
285637,Surveyors,Crelier,Senior Staff,8/25/1996,1/1/9999,Sales
285641,Naraig,Reghbati,Senior Staff,7/8/1996,1/1/9999,Human Resources
285643,Dulce,Rusterholz,Assistant Engineer,1/7/2000,1/1/9999,Development
285644,Duri,Schnelling,Engineer,10/26/1996,1/1/9999,Production
285649,Gian,Ranai,Engineer,1/6/2000,1/1/9999,Production
285652,Tomokazu,Gewali,Senior Engineer,12/8/1993,1/1/9999,Production
285654,Ashish,Haldar,Senior Engineer,9/3/1988,1/1/9999,Production
285659,Mabhin,Lorys,Staff,10/23/1986,10/23/1993,Sales
285661,Spyrose,Beilner,Senior Staff,6/6/1996,1/1/9999,Finance
285663,Chriss,Giveon,Senior Staff,2/16/1994,1/1/9999,Finance
285664,Satyanarayana,Nannarelli,Senior Engineer,10/1/1997,1/1/9999,Development
285673,Arnould,Chaudhury,Technique Leader,11/24/1986,1/1/9999,Development
285675,Deborah,Orsini,Senior Staff,7/28/1999,1/1/9999,Sales
285677,Tsutomu,Luke,Senior Engineer,6/15/1993,1/1/9999,Development
285680,Younwoo,Lieberherr,Engineer,1/22/1987,1/22/1992,Quality Management
285688,Xinan,Itzfeldt,Senior Staff,4/3/1996,1/1/9999,Human Resources
285722,Shrikanth,Dratva,Senior Engineer,12/4/1992,1/1/9999,Development
285728,Charlene,Papastamatiou,Senior Staff,5/28/1992,1/1/9999,Marketing
285741,Kitty,Raney,Senior Staff,9/20/1993,1/1/9999,Human Resources
285743,Gretta,DasSarma,Engineer,12/23/1998,1/1/9999,Development
285747,Berry,Zuberek,Engineer,7/12/1988,7/12/1994,Production
285749,Terresa,Jeong,Senior Engineer,11/20/1991,1/1/9999,Development
285758,Maha,Ritzmann,Engineer,6/2/1986,6/2/1995,Quality Management
285765,Sivanarayana,Showalter,Senior Staff,9/18/1985,1/1/9999,Customer Service
285766,Hsiangchu,Auyong,Senior Engineer,10/31/1994,1/1/9999,Development
285781,Hein,Picaronny,Senior Staff,2/27/1992,1/1/9999,Marketing
285782,Jaideep,Bultermann,Engineer,10/17/1993,1/1/9999,Production
285786,Toshiko,Emden,Engineer,11/16/1987,11/16/1994,Production
285789,Uli,Welham,Senior Staff,5/11/1995,1/1/9999,Marketing
285800,Barry,Gargeya,Senior Engineer,3/22/1994,1/1/9999,Development
285803,Almudena,Hertweck,Staff,12/8/1989,12/8/1994,Sales
285819,Arno,Petersohn,Staff,9/29/1999,1/1/9999,Research
285829,Jeanne,Henders,Senior Staff,8/12/1986,1/1/9999,Sales
285867,Barna,Pashtan,Senior Engineer,6/2/1999,1/1/9999,Production
285874,Reuven,Clouatre,Engineer,6/23/1985,6/23/1991,Development
285928,Martien,Kornyak,Staff,1/15/1998,1/1/9999,Research
285934,Zhilian,Antonakopoulos,Staff,2/25/1996,1/1/9999,Sales
285938,Serenella,Hiraishi,Senior Staff,3/9/1991,1/1/9999,Sales
285961,Tristan,Aloisi,Staff,11/25/1997,1/1/9999,Human Resources
285968,Herbert,Koblitz,Senior Staff,6/4/1998,1/1/9999,Research
285986,Maia,Erez,Staff,8/30/1987,8/30/1994,Finance
285987,Rildo,Hanabata,Senior Engineer,12/1/1996,1/1/9999,Quality Management
286000,Tonny,Eugenio,Staff,8/24/1994,1/1/9999,Sales
286004,Sachem,Schiper,Engineer,10/26/1995,1/1/9999,Development
286016,Shigehito,Peha,Staff,10/28/1987,10/28/1994,Sales
286017,Udo,Benantar,Staff,5/17/1996,1/1/9999,Finance
286023,Takahito,Tasistro,Senior Engineer,8/6/1994,1/1/9999,Production
286032,Abdulla,Hempstead,Staff,4/2/1991,4/2/1999,Customer Service
286049,KayLiang,Kading,Senior Engineer,6/1/1997,1/1/9999,Quality Management
286057,Bezalel,Stellhorn,Engineer,4/12/1986,4/12/1991,Development
286072,Christophe,Luit,Senior Staff,10/14/1996,1/1/9999,Sales
286076,Mary,Callaway,Staff,2/18/1989,2/19/1996,Finance
286084,Adil,Swist,Staff,11/15/1987,11/15/1994,Customer Service
286085,Hyuncheol,Muniz,Engineer,10/16/1995,1/1/9999,Production
286090,Shaw,Sewelson,Staff,6/19/1987,6/18/1992,Sales
286097,Matk,Kusalik,Senior Staff,12/22/2001,1/1/9999,Finance
286110,Khedija,Bazelow,Engineer,2/28/1999,1/1/9999,Development
286117,Horward,Suri,Engineer,12/8/1987,12/8/1994,Production
286120,Etsuo,Farris,Senior Engineer,3/31/1990,1/1/9999,Production
286128,Eckart,Mitsuhashi,Staff,4/5/1985,4/5/1991,Sales
286144,Rutger,Birke,Technique Leader,11/14/1987,1/1/9999,Development
286157,Claude,Rosenbaum,Engineer,4/23/1986,4/22/1992,Production
286165,Ghassan,Maierhofer,Senior Staff,5/3/1995,1/1/9999,Research
286169,Fuqing,Chleq,Engineer,9/20/1992,9/20/2001,Development
286171,Zhensheng,Hettesheimer,Senior Staff,6/30/1987,1/1/9999,Marketing
286195,Karlis,Hofting,Senior Staff,4/4/1998,1/1/9999,Sales
286206,King,Ulupinar,Engineer,2/1/1998,1/1/9999,Development
286210,Venkatesan,Marrevee,Senior Staff,12/26/1993,1/1/9999,Human Resources
286218,Yoshimitsu,Decleir,Senior Engineer,2/10/1991,1/1/9999,Production
286219,Gita,Rehfuss,Senior Staff,2/22/1993,1/1/9999,Sales
286221,Shahaf,Figueira,Senior Staff,6/10/1990,1/1/9999,Sales
286247,Vasilis,Sambasivam,Staff,9/25/1998,1/1/9999,Human Resources
286249,Jeong,Blokdijk,Staff,12/2/1985,12/2/1994,Human Resources
286260,Suvo,Plotkin,Assistant Engineer,4/3/1985,4/3/1990,Production
286262,Surveyors,Hiroyama,Senior Engineer,1/13/1995,1/1/9999,Production
286288,Fayez,Huhdanpaa,Senior Engineer,2/9/1992,1/1/9999,Customer Service
286292,Make,Eterovic,Senior Engineer,4/14/1998,1/1/9999,Production
286319,Baziley,Quaggetto,Assistant Engineer,4/23/1994,1/1/9999,Quality Management
286334,Alenka,Sridhar,Engineer,10/6/1988,10/6/1997,Quality Management
286347,Maya,Reistad,Engineer,10/6/1985,10/6/1993,Production
286362,Ramalingam,Chaudhury,Senior Engineer,9/28/1992,1/1/9999,Development
286363,Brigham,Tsukuda,Senior Engineer,2/28/1999,1/1/9999,Development
286374,Subbu,Buchter,Engineer,9/16/1988,9/17/1995,Development
286402,Giordano,Uehara,Staff,4/19/1996,1/1/9999,Finance
286412,Adas,Bresenham,Senior Engineer,5/10/1999,1/1/9999,Development
286413,DAIDA,Manderick,Engineer,6/24/1988,6/24/1993,Production
286418,Tomokazu,Daescu,Staff,6/25/1987,6/24/1993,Sales
286423,Dietrich,Flanders,Staff,7/4/1998,1/1/9999,Sales
286429,Gina,Acton,Senior Staff,5/14/1988,1/1/9999,Human Resources
286435,Zvonko,Cronan,Senior Staff,4/11/1995,1/1/9999,Customer Service
286439,Weicheng,Pfau,Senior Engineer,10/29/1992,1/1/9999,Production
286440,Aleksandar,Huttel,Engineer,6/8/1993,6/8/1999,Development
286447,Alper,Schaft,Engineer,3/13/1987,3/12/1996,Development
286449,Randi,Khalid,Senior Engineer,5/23/1986,1/1/9999,Development
286450,Basem,Fadgyas,Staff,11/20/1995,1/1/9999,Human Resources
286467,Ult,Molberg,Staff,10/8/1989,10/8/1997,Sales
286473,Saniya,Azadmanesh,Engineer,10/8/1986,10/8/1991,Development
286477,Kazuhiro,Speel,Senior Staff,7/11/1991,1/1/9999,Customer Service
286485,Heeju,Wiegley,Staff,5/24/1985,5/24/1993,Research
286489,Fumiko,Arlazarov,Engineer,4/7/1990,4/7/1995,Development
286490,Gill,Ranai,Engineer,8/31/1997,1/1/9999,Development
286493,Uma,Ciolek,Technique Leader,9/3/1988,1/1/9999,Development
286502,Margo,Barbanera,Senior Staff,1/9/1992,1/1/9999,Marketing
286503,Sigeru,Kaelbling,Senior Staff,5/1/1994,1/1/9999,Finance
286515,Debaprosad,Soicher,Senior Engineer,4/2/1998,1/1/9999,Development
286526,Ulises,Dengi,Engineer,8/22/1996,8/22/2001,Customer Service
286532,Paris,Codenie,Staff,2/2/1992,2/1/2001,Marketing
286534,Yonghoan,Eastman,Assistant Engineer,11/30/1999,1/1/9999,Production
286550,Ghassan,Furudate,Engineer,12/14/1999,1/1/9999,Quality Management
286555,Muneo,Sichman,Senior Staff,1/16/1992,1/1/9999,Finance
286558,Waiman,Gubsky,Senior Staff,2/18/1996,1/1/9999,Research
286562,Reuven,Azevdeo,Senior Staff,11/4/1993,1/1/9999,Sales
286583,Khue,Klassen,Senior Engineer,11/4/2000,1/1/9999,Production
286589,Gill,Coombs,Staff,8/7/1996,1/1/9999,Customer Service
286590,Aral,Androutsos,Senior Engineer,4/16/1999,1/1/9999,Development
286598,Yuuichi,Rissland,Senior Engineer,10/22/1998,1/1/9999,Production
286607,Gianluca,Reeker,Technique Leader,10/10/1985,1/1/9999,Production
286608,Giri,Acton,Senior Engineer,4/22/1995,1/1/9999,Production
286615,Lokesh,Eterovic,Staff,12/20/1988,12/21/1995,Sales
286632,Bingning,Ghemri,Staff,7/31/1999,1/1/9999,Sales
286634,Halsur,Underwood,Senior Staff,3/18/2002,1/1/9999,Finance
286635,Ger,Serna,Senior Staff,1/5/1997,1/1/9999,Marketing
286636,Cordelia,Leivant,Technique Leader,8/26/1988,1/1/9999,Development
286638,Srinidhi,Malinowski,Senior Staff,9/24/1991,1/1/9999,Research
286646,Martien,Peres,Senior Engineer,7/10/1992,1/1/9999,Development
286678,Tadanori,Oxenboll,Staff,4/25/1995,1/1/9999,Production
286683,Katsuyuki,Decaestecker,Staff,2/11/1997,2/11/2002,Human Resources
286696,Sachio,DuCasse,Staff,7/25/1987,7/25/1994,Research
286697,Ult,Melter,Senior Staff,2/16/1996,1/1/9999,Sales
286702,Chiranjit,Gischer,Senior Staff,5/28/2000,1/1/9999,Finance
286729,Kellyn,Besancenot,Senior Staff,2/24/1997,1/1/9999,Customer Service
286733,Shem,Crouzet,Senior Staff,9/27/1990,1/1/9999,Human Resources
286745,Baziley,Rajcani,Senior Staff,6/26/1992,1/1/9999,Customer Service
286755,Limsoon,Kusalik,Engineer,6/9/1999,1/1/9999,Development
286760,Sadun,Escriba,Senior Engineer,6/6/1985,1/1/9999,Development
286771,Make,Alblas,Senior Engineer,5/1/1992,1/1/9999,Development
286777,Garnet,Demos,Senior Staff,12/27/1997,1/1/9999,Sales
286781,Vesna,Roccetti,Staff,6/27/1998,1/1/9999,Development
286790,Snehasis,Diderrich,Engineer,11/22/1998,1/1/9999,Development
286795,Tayeb,Luca,Staff,8/6/1987,8/5/1993,Sales
286811,Radhia,Porenta,Senior Staff,6/12/1995,1/1/9999,Marketing
286827,Yunming,Merey,Senior Staff,10/26/1990,1/1/9999,Sales
